profile	case	verdict	assertion	detail
mid-local	17-tools-x-malformed-frames	PASS	openai-compatible / stream(): ALL THREE CALLS SURVIVE THE JUNK, whole and unspliced — none lost, none merged	produced ["get_weather({\"city\":\"Berlin\"})", "get_weather({\"city\":\"Paris\"})", "get_time({\"zone\":\"CET\"})"], expected ["get_weather({\"city\":\"Berlin\"})", "get_weather({\"city\":\"Paris\"})", "get_time({\"zone\":\"CET\"})"]
mid-local	17-tools-x-malformed-frames	PASS	openai-compatible / stream(): THE TRUNCATED PREFIX DID NOT BECOME A PHANTOM CALL — exactly three well-formed calls, not four	3 well-formed call(s): ["get_weather({\"city\":\"Berlin\"})", "get_weather({\"city\":\"Paris\"})", "get_time({\"zone\":\"CET\"})"]
mid-local	17-tools-x-malformed-frames	PASS	openai-compatible / stream(): the turn ends in ToolUse — calls that survived are executable	ToolUse
mid-local	17-tools-x-malformed-frames	PASS	openai-compatible / stream(): no junk-frame text reached the user as answer content	""
mid-local	17-tools-x-malformed-frames	PASS	openai-compatible / complete(): junk frames are NOT FATAL — the turn completes (MEASURED-2)	the turn returned Ok
mid-local	17-tools-x-malformed-frames	PASS	openai-compatible / complete(): the two intact calls of a three-call batch both survive — a broken sibling does not take them with it	produced ["get_weather({\"city\":\"Berlin\"})", "get_time({\"zone\":\"CET\"})"]
mid-local	17-tools-x-malformed-frames	PASS	openai-compatible / complete(): the broken one is REPORTED rather than dropped (MEASURED-4)	OK id=call_a name=get_weather emulated=false args={"city":"Berlin"}                                     MALFORMED index=None id=call_bad name=get_weather reason=UnparseableArguments raw="{\"city\":\"Par"                                     OK id=call_c name=get_time emulated=false args={"zone":"CET"}
mid-local	17-tools-x-malformed-frames	PASS	openai-compatible / complete(): THE BATCH IS NOT SPLICED — no well-formed call carries another call's arguments	["get_weather({\"city\":\"Berlin\"})", "get_time({\"zone\":\"CET\"})"]
mid-local	17-tools-x-malformed-frames	PASS	openai-compatible / complete(): the turn ends in ToolUse — calls that survived are executable	ToolUse
mid-local	17-tools-x-malformed-frames	PASS	openai-compatible / complete(): no junk-frame text reached the user as answer content	""
mid-local	17-tools-x-malformed-frames	PASS	anthropic / stream(): junk frames are NOT FATAL — the turn completes (MEASURED-2)	the turn returned Ok
mid-local	17-tools-x-malformed-frames	PASS	anthropic / stream(): the stream really did carry junk — frames were skipped	MalformedFramesSkipped { count: 3 }
mid-local	17-tools-x-malformed-frames	PASS	anthropic / stream(): ALL THREE CALLS SURVIVE THE JUNK, whole and unspliced — none lost, none merged	produced ["get_weather({\"city\":\"Berlin\"})", "get_weather({\"city\":\"Paris\"})", "get_time({\"zone\":\"CET\"})"], expected ["get_weather({\"city\":\"Berlin\"})", "get_weather({\"city\":\"Paris\"})", "get_time({\"zone\":\"CET\"})"]
mid-local	17-tools-x-malformed-frames	PASS	anthropic / stream(): THE TRUNCATED PREFIX DID NOT BECOME A PHANTOM CALL — exactly three well-formed calls, not four	3 well-formed call(s): ["get_weather({\"city\":\"Berlin\"})", "get_weather({\"city\":\"Paris\"})", "get_time({\"zone\":\"CET\"})"]
mid-local	17-tools-x-malformed-frames	PASS	anthropic / stream(): the turn ends in ToolUse — calls that survived are executable	ToolUse
mid-local	17-tools-x-malformed-frames	PASS	anthropic / stream(): no junk-frame text reached the user as answer content	""
mid-local	17-tools-x-malformed-frames	PASS	anthropic / complete(): junk frames are NOT FATAL — the turn completes (MEASURED-2)	the turn returned Ok
mid-local	17-tools-x-malformed-frames	PASS	anthropic / complete(): the two intact calls of a three-call batch both survive — a broken sibling does not take them with it	produced ["get_weather({\"city\":\"Berlin\"})", "get_time({\"zone\":\"CET\"})"]
mid-local	17-tools-x-malformed-frames	PASS	anthropic / complete(): the broken one is REPORTED rather than dropped (MEASURED-4)	OK id=toolu_a name=get_weather emulated=false args={"city":"Berlin"}                                     MALFORMED index=Some(1) id=toolu_bad name=MISSING reason=MissingName raw=""                                     OK id=toolu_c name=get_time emulated=false args={"zone":"CET"}
mid-local	17-tools-x-malformed-frames	PASS	anthropic / complete(): THE BATCH IS NOT SPLICED — no well-formed call carries another call's arguments	["get_weather({\"city\":\"Berlin\"})", "get_time({\"zone\":\"CET\"})"]
mid-local	17-tools-x-malformed-frames	PASS	anthropic / complete(): the turn ends in ToolUse — calls that survived are executable	ToolUse
mid-local	17-tools-x-malformed-frames	PASS	anthropic / complete(): no junk-frame text reached the user as answer content	""
mid-local	17-tools-x-malformed-frames	PASS	google / stream(): junk frames are NOT FATAL — the turn completes (MEASURED-2)	the turn returned Ok
mid-local	17-tools-x-malformed-frames	PASS	google / stream(): the stream really did carry junk — frames were skipped	MalformedFramesSkipped { count: 3 }
mid-local	17-tools-x-malformed-frames	PASS	google / stream(): ALL THREE CALLS SURVIVE THE JUNK, whole and unspliced — none lost, none merged	produced ["get_weather({\"city\":\"Berlin\"})", "get_weather({\"city\":\"Paris\"})", "get_time({\"zone\":\"CET\"})"], expected ["get_weather({\"city\":\"Berlin\"})", "get_weather({\"city\":\"Paris\"})", "get_time({\"zone\":\"CET\"})"]
mid-local	17-tools-x-malformed-frames	PASS	google / stream(): THE TRUNCATED PREFIX DID NOT BECOME A PHANTOM CALL — exactly three well-formed calls, not four	3 well-formed call(s): ["get_weather({\"city\":\"Berlin\"})", "get_weather({\"city\":\"Paris\"})", "get_time({\"zone\":\"CET\"})"]
mid-local	17-tools-x-malformed-frames	PASS	google / stream(): the turn ends in ToolUse — calls that survived are executable	ToolUse
mid-local	17-tools-x-malformed-frames	PASS	google / stream(): no junk-frame text reached the user as answer content	""
mid-local	17-tools-x-malformed-frames	PASS	google / complete(): junk frames are NOT FATAL — the turn completes (MEASURED-2)	the turn returned Ok
mid-local	17-tools-x-malformed-frames	PASS	google / complete(): the two intact calls of a three-call batch both survive — a broken sibling does not take them with it	produced ["get_weather({\"city\":\"Berlin\"})", "get_time({\"zone\":\"CET\"})"]
mid-local	17-tools-x-malformed-frames	PASS	google / complete(): the broken one is REPORTED rather than dropped (MEASURED-4)	OK id=call_slot_0 name=get_weather emulated=false args={"city":"Berlin"}                                     MALFORMED index=Some(1) id=MISSING name=MISSING reason=MissingName raw="{\"city\":\"Paris\"}"                                     OK id=call_slot_2 name=get_time emulated=false args={"zone":"CET"}
mid-local	17-tools-x-malformed-frames	PASS	google / complete(): THE BATCH IS NOT SPLICED — no well-formed call carries another call's arguments	["get_weather({\"city\":\"Berlin\"})", "get_time({\"zone\":\"CET\"})"]
mid-local	17-tools-x-malformed-frames	PASS	google / complete(): the turn ends in ToolUse — calls that survived are executable	ToolUse
mid-local	17-tools-x-malformed-frames	PASS	google / complete(): no junk-frame text reached the user as answer content	""
mid-local	18-error-echo-every-adapter	PASS	openai-compatible / 400 read whole: THE FOUR ERRORS ARE BYTE-IDENTICAL on Display, Debug, the serde IPC shape and every StreamEvent — the endpoint's message is not a channel	4 rendering(s) compared per variant
mid-local	18-error-echo-every-adapter	PASS	openai-compatible / 200 + in-stream error object: THE FOUR ERRORS ARE BYTE-IDENTICAL on Display, Debug, the serde IPC shape and every StreamEvent — the endpoint's message is not a channel	4 rendering(s) compared per variant
mid-local	18-error-echo-every-adapter	PASS	anthropic / 400 read whole: THE FOUR ERRORS ARE BYTE-IDENTICAL on Display, Debug, the serde IPC shape and every StreamEvent — the endpoint's message is not a channel	4 rendering(s) compared per variant
mid-local	18-error-echo-every-adapter	PASS	anthropic / 200 + in-stream error object: THE FOUR ERRORS ARE BYTE-IDENTICAL on Display, Debug, the serde IPC shape and every StreamEvent — the endpoint's message is not a channel	4 rendering(s) compared per variant
mid-local	18-error-echo-every-adapter	PASS	google / 400 read whole: THE FOUR ERRORS ARE BYTE-IDENTICAL on Display, Debug, the serde IPC shape and every StreamEvent — the endpoint's message is not a channel	4 rendering(s) compared per variant
mid-local	18-error-echo-every-adapter	PASS	google / 200 + in-stream error object: THE FOUR ERRORS ARE BYTE-IDENTICAL on Display, Debug, the serde IPC shape and every StreamEvent — the endpoint's message is not a channel	4 rendering(s) compared per variant
mid-local	18-error-echo-every-adapter	PASS	every arm really did produce an error — nothing above is vacuous	24 of 24 arms errored
mid-local	18-error-echo-every-adapter	PASS	the marker really did arrive on the wire, in both spellings, on every adapter	12 of 12 marker-carrying arms saw it on the wire
mid-local	18-error-echo-every-adapter	PASS	NO ENDPOINT-DERIVED TEXT ON ANY ERROR SURFACE — every string in every error's serde shape is drawn from Vela's own closed vocabulary, on all three adapters	24 arms audited, 0 unexplained strings
mid-local	18-error-echo-every-adapter	PASS	invariance holds on every adapter and both transport shapes, not just one	6 of 6 groups invariant
mid-local	19-cancellation-x-tool-accumulation	PASS	openai-compatible: cancellation ends the turn promptly — no hang	121.893942ms
mid-local	19-cancellation-x-tool-accumulation	PASS	openai-compatible: the turn ends in Cancelled — NOT in a ChatResponse carrying half a call	Some(Cancelled)
mid-local	19-cancellation-x-tool-accumulation	PASS	openai-compatible: A CANCELLED TURN IS NOT FAILED OVER — the user's stop is not a reason to run the same tool call against a second endpoint	Some(Cancelled)
mid-local	19-cancellation-x-tool-accumulation	PASS	openai-compatible: the sink is never told the turn finished normally	3 event(s)
mid-local	19-cancellation-x-tool-accumulation	PASS	anthropic: cancellation ends the turn promptly — no hang	121.37875ms
mid-local	19-cancellation-x-tool-accumulation	PASS	anthropic: the turn ends in Cancelled — NOT in a ChatResponse carrying half a call	Some(Cancelled)
mid-local	19-cancellation-x-tool-accumulation	PASS	anthropic: A CANCELLED TURN IS NOT FAILED OVER — the user's stop is not a reason to run the same tool call against a second endpoint	Some(Cancelled)
mid-local	19-cancellation-x-tool-accumulation	PASS	anthropic: the sink is never told the turn finished normally	4 event(s)
mid-local	19-cancellation-x-tool-accumulation	PASS	google: cancellation ends the turn promptly — no hang	121.660328ms
mid-local	19-cancellation-x-tool-accumulation	PASS	google: the turn ends in Cancelled — NOT in a ChatResponse carrying half a call	Some(Cancelled)
mid-local	19-cancellation-x-tool-accumulation	PASS	google: A CANCELLED TURN IS NOT FAILED OVER — the user's stop is not a reason to run the same tool call against a second endpoint	Some(Cancelled)
mid-local	19-cancellation-x-tool-accumulation	PASS	google: the sink is never told the turn finished normally	2 event(s)
mid-local	19-cancellation-x-tool-accumulation	PASS	THE SECOND CANDIDATE WAS NEVER CONTACTED — a cancelled turn is not sprayed at the next endpoint	0 request(s)
mid-local	19-cancellation-x-tool-accumulation	PASS	the router reports the cancellation as a cancellation	Ok(Err(Cancelled))
mid-local	20-sibling-surfaces-x-endpoint-text	PASS	openai-compatible / stream(): the marker really was on the wire — nothing below is vacuous	10322 response byte(s) recorded
mid-local	20-sibling-surfaces-x-endpoint-text	PASS	openai-compatible / stream(): the mismatch is REPORTED, not passed through as conforming	Some(Err(SchemaMismatch { path: "/celsius", detail: "expected number, got string" }))
mid-local	20-sibling-surfaces-x-endpoint-text	PASS	openai-compatible / stream(): SchemaMismatch::detail is VELA'S OWN WORDS — the endpoint's bytes are not interpolated into the explanation	{"Err":{"path":"/celsius","detail":"expected number, got string"}}
mid-local	20-sibling-surfaces-x-endpoint-text	PASS	openai-compatible / stream(): SchemaMismatch::path names a field of the USER'S schema, not anything the endpoint chose	Some(Err(SchemaMismatch { path: "/celsius", detail: "expected number, got string" }))
mid-local	20-sibling-surfaces-x-endpoint-text	PASS	openai-compatible / stream(): no Degradation carries endpoint text — the sibling of the error surface holds the same line	[{"kind":"usageNotReported"},{"kind":"structuredOutputMismatch","detail":"expected number, got string"}]
